"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
57521.9,48676.7,121697,14637.2,13014.5,78880.8,-33.6822,12074.6,-143.589,140.453,5091.16,614.989,1131.44,11417,179.47,141.905,196.807,826.782,142.853,-136.455,103.951,356.759,0.201656
73475.5,61289.8,128085,18032.8,15877.6,82598.8,28.6567,14607.8,-85.358,82.3951,5701.71,820.726,377.192,8121.1,96.3,75.3465,83.0725,1253.91,56.1052,-178.517,72.7548,311.069,0.202374
42146.5,36245.4,114343,12823.7,11359.2,75662.7,-16.609,4545.2,-19.8481,100.435,2960.6,766.551,266.807,1957.9,173.78,85.5691,103.428,261.68,15.6542,100.783,-125.761,13.1231,0.204562
67122.6,55749.8,125113,15553,13624.6,79901.6,-89.65,4655.37,279.036,387.891,7174.29,877.406,501.99,8185.45,254.177,79.5106,57.1893,1490.36,53.7808,-66.2204,55.0228,580.503,0.205181
58743.3,48979.6,124778,12837.4,10967,78583.2,84.8612,5697.77,95.0624,-126.963,2747.47,579.64,334.076,8721.15,105.96,87.3253,71.9228,1336.57,63.2109,24.1634,648.637,27.5751,0.205274
74623.4,58933.5,130628,15376.5,12781.4,82484.1,22.2831,14469.1,-150.831,177.081,7440.47,1092.04,753.315,9231.09,354.878,116.544,151.868,2582.8,40.0784,-170.483,157.636,423.084,0.205787
54399.2,41943.2,127183,13602.4,11385.9,81017,-7.37252,7468.48,218.736,266.515,1387.98,1288.79,164.946,6802.15,281.401,177.547,142.179,997.962,89.5087,358.831,-1.41235,-176.985,0.208936
70786.3,59184.4,126539,16840.8,14705.4,81332.7,162.668,19177.2,4.53053,186.205,5357.65,1270.51,559.672,8544.79,181.288,118.487,66.731,1319.96,9.32133,-126.498,97.2333,427.157,0.213532
47020.6,42539.5,117106,9446.08,8805.52,69256.1,-154.287,3861.9,104.715,21.2543,3189.11,280.779,3017.81,4593.75,263.33,110.6,119.614,567.792,42.7324,-152.289,-0.700273,390.641,0.213636
45731.5,39722.2,117933,10743.3,9795.55,73196.9,42.3772,6355.33,80.78,45.199,2504.56,438.775,378.588,6534.18,141.998,105.478,102.84,731.595,43.2626,28.0529,44.545,305.326,0.214237
39063.6,33909.7,115282,9838.04,8844.79,71886.6,31.7078,6474.74,96.262,145.868,7159.95,325.755,-23.6393,7332.75,173.324,90.43,123.814,569.517,54.1079,-28.0156,-36.9023,-103.701,0.214286
50499.7,42470.6,122270,10783.3,9518.1,74204.1,-165.604,4245.58,-13.2473,73.0389,3037.03,551.769,4412.38,7915.1,144.386,93.3935,87.4096,383.036,57.5282,-169.945,55.8677,497.354,0.215319
